2018-01-31 19:52:58  TENSOR_MOMENTUM_LRELU epoch: 0 ,  batch:    50 , avg_batch_acc: 0.5000  avg_batch_loss: 3.6618  learning_rate 0.000500
2018-01-31 20:14:33  TENSOR_MOMENTUM_LRELU epoch: 0 ,  batch:   900 , avg_batch_acc: 0.9062  avg_batch_loss: 0.2237  learning_rate 0.000500
2018-01-31 20:19:45  TENSOR_MOMENTUM_LRELU epoch: 1 ,  batch:    50 , avg_batch_acc: 0.9688  avg_batch_loss: 0.1359  learning_rate 0.000500
2018-01-31 20:21:03  TENSOR_MOMENTUM_LRELU epoch: 1 ,  batch:   100 , avg_batch_acc: 0.9688  avg_batch_loss: 0.1910  learning_rate 0.000500
2018-01-31 20:22:19  TENSOR_MOMENTUM_LRELU epoch: 1 ,  batch:   150 , avg_batch_acc: 0.9375  avg_batch_loss: 0.1967  learning_rate 0.000500
2018-01-31 20:23:34  TENSOR_MOMENTUM_LRELU epoch: 1 ,  batch:   200 , avg_batch_acc: 0.8906  avg_batch_loss: 0.6021  learning_rate 0.000500
2018-01-31 20:24:51  TENSOR_MOMENTUM_LRELU epoch: 1 ,  batch:   250 , avg_batch_acc: 0.9219  avg_batch_loss: 0.2240  learning_rate 0.000500
2018-01-31 20:26:12  TENSOR_MOMENTUM_LRELU epoch: 1 ,  batch:   300 , avg_batch_acc: 0.8438  avg_batch_loss: 0.3706  learning_rate 0.000500
2018-01-31 20:27:29  TENSOR_MOMENTUM_LRELU epoch: 1 ,  batch:   350 , avg_batch_acc: 0.9531  avg_batch_loss: 0.1569  learning_rate 0.000500
2018-01-31 20:28:49  TENSOR_MOMENTUM_LRELU epoch: 1 ,  batch:   400 , avg_batch_acc: 0.9219  avg_batch_loss: 0.1850  learning_rate 0.000500
2018-01-31 20:30:06  TENSOR_MOMENTUM_LRELU epoch: 1 ,  batch:   450 , avg_batch_acc: 0.9375  avg_batch_loss: 0.1464  learning_rate 0.000500
2018-01-31 20:31:22  TENSOR_MOMENTUM_LRELU epoch: 1 ,  batch:   500 , avg_batch_acc: 0.9375  avg_batch_loss: 0.1670  learning_rate 0.000500
2018-01-31 20:32:40  TENSOR_MOMENTUM_LRELU epoch: 1 ,  batch:   550 , avg_batch_acc: 0.9219  avg_batch_loss: 0.2490  learning_rate 0.000500
2018-01-31 20:33:57  TENSOR_MOMENTUM_LRELU epoch: 1 ,  batch:   600 , avg_batch_acc: 0.9219  avg_batch_loss: 0.1820  learning_rate 0.000500
2018-01-31 20:35:14  TENSOR_MOMENTUM_LRELU epoch: 1 ,  batch:   650 , avg_batch_acc: 0.9375  avg_batch_loss: 0.2348  learning_rate 0.000500
2018-01-31 20:36:33  TENSOR_MOMENTUM_LRELU epoch: 1 ,  batch:   700 , avg_batch_acc: 0.9688  avg_batch_loss: 0.0921  learning_rate 0.000500
2018-01-31 20:37:53  TENSOR_MOMENTUM_LRELU epoch: 1 ,  batch:   750 , avg_batch_acc: 0.9688  avg_batch_loss: 0.1559  learning_rate 0.000500
2018-01-31 20:39:11  TENSOR_MOMENTUM_LRELU epoch: 1 ,  batch:   800 , avg_batch_acc: 0.9844  avg_batch_loss: 0.1150  learning_rate 0.000500
2018-01-31 20:40:31  TENSOR_MOMENTUM_LRELU epoch: 1 ,  batch:   850 , avg_batch_acc: 0.9531  avg_batch_loss: 0.1304  learning_rate 0.000500
2018-01-31 20:41:46  TENSOR_MOMENTUM_LRELU epoch: 1 ,  batch:   900 , avg_batch_acc: 0.9531  avg_batch_loss: 0.1935  learning_rate 0.000500
2018-01-31 20:47:02  TENSOR_MOMENTUM_LRELU epoch: 2 ,  batch:    50 , avg_batch_acc: 0.9375  avg_batch_loss: 0.1552  learning_rate 0.000500
2018-01-31 20:48:16  TENSOR_MOMENTUM_LRELU epoch: 2 ,  batch:   100 , avg_batch_acc: 0.9219  avg_batch_loss: 0.2189  learning_rate 0.000500
2018-01-31 20:49:36  TENSOR_MOMENTUM_LRELU epoch: 2 ,  batch:   150 , avg_batch_acc: 0.8906  avg_batch_loss: 0.2605  learning_rate 0.000500
2018-01-31 20:50:54  TENSOR_MOMENTUM_LRELU epoch: 2 ,  batch:   200 , avg_batch_acc: 0.9844  avg_batch_loss: 0.0807  learning_rate 0.000500
2018-01-31 20:52:14  TENSOR_MOMENTUM_LRELU epoch: 2 ,  batch:   250 , avg_batch_acc: 0.9375  avg_batch_loss: 0.2171  learning_rate 0.000500
2018-01-31 20:53:27  TENSOR_MOMENTUM_LRELU epoch: 2 ,  batch:   300 , avg_batch_acc: 0.9062  avg_batch_loss: 0.3010  learning_rate 0.000500
2018-01-31 20:54:44  TENSOR_MOMENTUM_LRELU epoch: 2 ,  batch:   350 , avg_batch_acc: 0.9844  avg_batch_loss: 0.1767  learning_rate 0.000500
2018-01-31 20:56:01  TENSOR_MOMENTUM_LRELU epoch: 2 ,  batch:   400 , avg_batch_acc: 0.9844  avg_batch_loss: 0.0661  learning_rate 0.000500
2018-01-31 20:57:16  TENSOR_MOMENTUM_LRELU epoch: 2 ,  batch:   450 , avg_batch_acc: 0.9531  avg_batch_loss: 0.1596  learning_rate 0.000500
2018-01-31 20:58:32  TENSOR_MOMENTUM_LRELU epoch: 2 ,  batch:   500 , avg_batch_acc: 0.9688  avg_batch_loss: 0.0896  learning_rate 0.000500
2018-01-31 20:59:48  TENSOR_MOMENTUM_LRELU epoch: 2 ,  batch:   550 , avg_batch_acc: 0.9688  avg_batch_loss: 0.1373  learning_rate 0.000500
2018-01-31 21:01:04  TENSOR_MOMENTUM_LRELU epoch: 2 ,  batch:   600 , avg_batch_acc: 0.9531  avg_batch_loss: 0.1481  learning_rate 0.000500
2018-01-31 21:02:20  TENSOR_MOMENTUM_LRELU epoch: 2 ,  batch:   650 , avg_batch_acc: 0.9688  avg_batch_loss: 0.0759  learning_rate 0.000500
2018-01-31 21:03:35  TENSOR_MOMENTUM_LRELU epoch: 2 ,  batch:   700 , avg_batch_acc: 0.9219  avg_batch_loss: 0.1949  learning_rate 0.000500
2018-01-31 21:04:48  TENSOR_MOMENTUM_LRELU epoch: 2 ,  batch:   750 , avg_batch_acc: 0.9688  avg_batch_loss: 0.0859  learning_rate 0.000500
2018-01-31 21:06:07  TENSOR_MOMENTUM_LRELU epoch: 2 ,  batch:   800 , avg_batch_acc: 0.9375  avg_batch_loss: 0.2203  learning_rate 0.000500
2018-01-31 21:07:22  TENSOR_MOMENTUM_LRELU epoch: 2 ,  batch:   850 , avg_batch_acc: 0.9531  avg_batch_loss: 0.1147  learning_rate 0.000500
2018-01-31 21:08:38  TENSOR_MOMENTUM_LRELU epoch: 2 ,  batch:   900 , avg_batch_acc: 0.9531  avg_batch_loss: 0.1466  learning_rate 0.000500
2018-01-31 21:13:42  TENSOR_MOMENTUM_LRELU epoch: 3 ,  batch:    50 , avg_batch_acc: 0.9844  avg_batch_loss: 0.0708  learning_rate 0.000500
2018-01-31 21:14:56  TENSOR_MOMENTUM_LRELU epoch: 3 ,  batch:   100 , avg_batch_acc: 0.9375  avg_batch_loss: 0.2089  learning_rate 0.000500
2018-01-31 21:16:16  TENSOR_MOMENTUM_LRELU epoch: 3 ,  batch:   150 , avg_batch_acc: 0.9688  avg_batch_loss: 0.0991  learning_rate 0.000500
2018-01-31 21:17:30  TENSOR_MOMENTUM_LRELU epoch: 3 ,  batch:   200 , avg_batch_acc: 0.9531  avg_batch_loss: 0.1019  learning_rate 0.000500
2018-01-31 21:18:48  TENSOR_MOMENTUM_LRELU epoch: 3 ,  batch:   250 , avg_batch_acc: 0.9375  avg_batch_loss: 0.1942  learning_rate 0.000500
2018-01-31 21:20:05  TENSOR_MOMENTUM_LRELU epoch: 3 ,  batch:   300 , avg_batch_acc: 1.0000  avg_batch_loss: 0.0737  learning_rate 0.000500
2018-01-31 21:21:21  TENSOR_MOMENTUM_LRELU epoch: 3 ,  batch:   350 , avg_batch_acc: 0.9844  avg_batch_loss: 0.0556  learning_rate 0.000500
2018-01-31 21:22:36  TENSOR_MOMENTUM_LRELU epoch: 3 ,  batch:   400 , avg_batch_acc: 0.9375  avg_batch_loss: 0.1334  learning_rate 0.000500
2018-01-31 21:23:52  TENSOR_MOMENTUM_LRELU epoch: 3 ,  batch:   450 , avg_batch_acc: 0.9531  avg_batch_loss: 0.1418  learning_rate 0.000500
2018-01-31 21:25:08  TENSOR_MOMENTUM_LRELU epoch: 3 ,  batch:   500 , avg_batch_acc: 0.9219  avg_batch_loss: 0.1930  learning_rate 0.000500
2018-01-31 21:26:26  TENSOR_MOMENTUM_LRELU epoch: 3 ,  batch:   550 , avg_batch_acc: 0.9531  avg_batch_loss: 0.1299  learning_rate 0.000500
2018-01-31 21:27:41  TENSOR_MOMENTUM_LRELU epoch: 3 ,  batch:   600 , avg_batch_acc: 0.9375  avg_batch_loss: 0.3153  learning_rate 0.000500
2018-01-31 21:28:56  TENSOR_MOMENTUM_LRELU epoch: 3 ,  batch:   650 , avg_batch_acc: 1.0000  avg_batch_loss: 0.1433  learning_rate 0.000500
2018-01-31 21:30:09  TENSOR_MOMENTUM_LRELU epoch: 3 ,  batch:   700 , avg_batch_acc: 0.9062  avg_batch_loss: 0.2641  learning_rate 0.000500
2018-01-31 21:31:23  TENSOR_MOMENTUM_LRELU epoch: 3 ,  batch:   750 , avg_batch_acc: 0.9688  avg_batch_loss: 0.1015  learning_rate 0.000500
2018-01-31 21:32:39  TENSOR_MOMENTUM_LRELU epoch: 3 ,  batch:   800 , avg_batch_acc: 0.9844  avg_batch_loss: 0.0791  learning_rate 0.000500
2018-01-31 21:33:58  TENSOR_MOMENTUM_LRELU epoch: 3 ,  batch:   850 , avg_batch_acc: 0.9375  avg_batch_loss: 0.2545  learning_rate 0.000500
2018-01-31 21:35:12  TENSOR_MOMENTUM_LRELU epoch: 3 ,  batch:   900 , avg_batch_acc: 0.9688  avg_batch_loss: 0.1164  learning_rate 0.000500
2018-01-31 21:40:23  TENSOR_MOMENTUM_LRELU epoch: 4 ,  batch:    50 , avg_batch_acc: 0.9531  avg_batch_loss: 0.1315  learning_rate 0.000500
2018-01-31 21:41:39  TENSOR_MOMENTUM_LRELU epoch: 4 ,  batch:   100 , avg_batch_acc: 0.9844  avg_batch_loss: 0.0684  learning_rate 0.000500
2018-01-31 21:42:52  TENSOR_MOMENTUM_LRELU epoch: 4 ,  batch:   150 , avg_batch_acc: 0.9531  avg_batch_loss: 0.2112  learning_rate 0.000500
2018-01-31 21:44:09  TENSOR_MOMENTUM_LRELU epoch: 4 ,  batch:   200 , avg_batch_acc: 0.9688  avg_batch_loss: 0.0948  learning_rate 0.000500
2018-01-31 21:45:27  TENSOR_MOMENTUM_LRELU epoch: 4 ,  batch:   250 , avg_batch_acc: 0.9531  avg_batch_loss: 0.1797  learning_rate 0.000500
2018-01-31 21:46:42  TENSOR_MOMENTUM_LRELU epoch: 4 ,  batch:   300 , avg_batch_acc: 0.9531  avg_batch_loss: 0.1688  learning_rate 0.000500
2018-01-31 21:47:59  TENSOR_MOMENTUM_LRELU epoch: 4 ,  batch:   350 , avg_batch_acc: 1.0000  avg_batch_loss: 0.0785  learning_rate 0.000500
2018-01-31 21:49:17  TENSOR_MOMENTUM_LRELU epoch: 4 ,  batch:   400 , avg_batch_acc: 0.9688  avg_batch_loss: 0.0821  learning_rate 0.000500
2018-01-31 21:50:31  TENSOR_MOMENTUM_LRELU epoch: 4 ,  batch:   450 , avg_batch_acc: 0.9375  avg_batch_loss: 0.2889  learning_rate 0.000500
2018-01-31 21:51:46  TENSOR_MOMENTUM_LRELU epoch: 4 ,  batch:   500 , avg_batch_acc: 0.9531  avg_batch_loss: 0.1475  learning_rate 0.000500
2018-01-31 21:53:00  TENSOR_MOMENTUM_LRELU epoch: 4 ,  batch:   550 , avg_batch_acc: 0.9375  avg_batch_loss: 0.1172  learning_rate 0.000500
2018-01-31 21:54:18  TENSOR_MOMENTUM_LRELU epoch: 4 ,  batch:   600 , avg_batch_acc: 0.9688  avg_batch_loss: 0.0923  learning_rate 0.000500
2018-01-31 21:55:35  TENSOR_MOMENTUM_LRELU epoch: 4 ,  batch:   650 , avg_batch_acc: 0.9219  avg_batch_loss: 0.2093  learning_rate 0.000500
2018-01-31 21:56:51  TENSOR_MOMENTUM_LRELU epoch: 4 ,  batch:   700 , avg_batch_acc: 0.9688  avg_batch_loss: 0.1031  learning_rate 0.000500
2018-01-31 21:58:07  TENSOR_MOMENTUM_LRELU epoch: 4 ,  batch:   750 , avg_batch_acc: 0.9688  avg_batch_loss: 0.1510  learning_rate 0.000500
2018-01-31 21:59:21  TENSOR_MOMENTUM_LRELU epoch: 4 ,  batch:   800 , avg_batch_acc: 0.9844  avg_batch_loss: 0.1158  learning_rate 0.000500
2018-01-31 22:00:40  TENSOR_MOMENTUM_LRELU epoch: 4 ,  batch:   850 , avg_batch_acc: 0.9531  avg_batch_loss: 0.1689  learning_rate 0.000500
2018-01-31 22:01:59  TENSOR_MOMENTUM_LRELU epoch: 4 ,  batch:   900 , avg_batch_acc: 0.9688  avg_batch_loss: 0.1335  learning_rate 0.000500
2018-01-31 22:07:06  TENSOR_MOMENTUM_LRELU epoch: 5 ,  batch:    50 , avg_batch_acc: 1.0000  avg_batch_loss: 0.0920  learning_rate 0.000050
2018-01-31 22:08:24  TENSOR_MOMENTUM_LRELU epoch: 5 ,  batch:   100 , avg_batch_acc: 0.9688  avg_batch_loss: 0.1158  learning_rate 0.000050
2018-01-31 22:09:41  TENSOR_MOMENTUM_LRELU epoch: 5 ,  batch:   150 , avg_batch_acc: 1.0000  avg_batch_loss: 0.1027  learning_rate 0.000050
2018-01-31 22:11:01  TENSOR_MOMENTUM_LRELU epoch: 5 ,  batch:   200 , avg_batch_acc: 1.0000  avg_batch_loss: 0.0915  learning_rate 0.000050
2018-01-31 22:12:20  TENSOR_MOMENTUM_LRELU epoch: 5 ,  batch:   250 , avg_batch_acc: 1.0000  avg_batch_loss: 0.1092  learning_rate 0.000050
2018-01-31 22:13:38  TENSOR_MOMENTUM_LRELU epoch: 5 ,  batch:   300 , avg_batch_acc: 0.9844  avg_batch_loss: 0.1979  learning_rate 0.000050
2018-01-31 22:14:57  TENSOR_MOMENTUM_LRELU epoch: 5 ,  batch:   350 , avg_batch_acc: 0.9688  avg_batch_loss: 0.1756  learning_rate 0.000050
2018-01-31 22:16:15  TENSOR_MOMENTUM_LRELU epoch: 5 ,  batch:   400 , avg_batch_acc: 0.9531  avg_batch_loss: 0.1803  learning_rate 0.000050
2018-01-31 22:17:33  TENSOR_MOMENTUM_LRELU epoch: 5 ,  batch:   450 , avg_batch_acc: 0.9688  avg_batch_loss: 0.2314  learning_rate 0.000050
2018-01-31 22:18:50  TENSOR_MOMENTUM_LRELU epoch: 5 ,  batch:   500 , avg_batch_acc: 1.0000  avg_batch_loss: 0.1340  learning_rate 0.000050
2018-01-31 22:20:05  TENSOR_MOMENTUM_LRELU epoch: 5 ,  batch:   550 , avg_batch_acc: 0.9688  avg_batch_loss: 0.2341  learning_rate 0.000050
2018-01-31 22:21:20  TENSOR_MOMENTUM_LRELU epoch: 5 ,  batch:   600 , avg_batch_acc: 0.9688  avg_batch_loss: 0.1999  learning_rate 0.000050
2018-01-31 22:22:38  TENSOR_MOMENTUM_LRELU epoch: 5 ,  batch:   650 , avg_batch_acc: 0.9375  avg_batch_loss: 0.2919  learning_rate 0.000050
2018-01-31 22:23:55  TENSOR_MOMENTUM_LRELU epoch: 5 ,  batch:   700 , avg_batch_acc: 0.9531  avg_batch_loss: 0.2587  learning_rate 0.000050
2018-01-31 22:25:12  TENSOR_MOMENTUM_LRELU epoch: 5 ,  batch:   750 , avg_batch_acc: 0.9844  avg_batch_loss: 0.2499  learning_rate 0.000050
2018-01-31 22:26:28  TENSOR_MOMENTUM_LRELU epoch: 5 ,  batch:   800 , avg_batch_acc: 0.9844  avg_batch_loss: 0.2342  learning_rate 0.000050
2018-01-31 22:27:45  TENSOR_MOMENTUM_LRELU epoch: 5 ,  batch:   850 , avg_batch_acc: 1.0000  avg_batch_loss: 0.2069  learning_rate 0.000050
2018-01-31 22:29:03  TENSOR_MOMENTUM_LRELU epoch: 5 ,  batch:   900 , avg_batch_acc: 0.9375  avg_batch_loss: 0.2650  learning_rate 0.000050
2018-01-31 22:34:19  TENSOR_MOMENTUM_LRELU epoch: 6 ,  batch:    50 , avg_batch_acc: 0.8750  avg_batch_loss: 0.4283  learning_rate 0.000050
2018-01-31 22:35:39  TENSOR_MOMENTUM_LRELU epoch: 6 ,  batch:   100 , avg_batch_acc: 0.9688  avg_batch_loss: 0.2490  learning_rate 0.000050
2018-01-31 22:36:56  TENSOR_MOMENTUM_LRELU epoch: 6 ,  batch:   150 , avg_batch_acc: 0.9688  avg_batch_loss: 0.2928  learning_rate 0.000050
2018-01-31 22:38:14  TENSOR_MOMENTUM_LRELU epoch: 6 ,  batch:   200 , avg_batch_acc: 0.9531  avg_batch_loss: 0.3203  learning_rate 0.000050
2018-01-31 22:39:34  TENSOR_MOMENTUM_LRELU epoch: 6 ,  batch:   250 , avg_batch_acc: 0.9375  avg_batch_loss: 0.3290  learning_rate 0.000050
2018-01-31 22:40:55  TENSOR_MOMENTUM_LRELU epoch: 6 ,  batch:   300 , avg_batch_acc: 0.9688  avg_batch_loss: 0.3016  learning_rate 0.000050
2018-01-31 22:42:15  TENSOR_MOMENTUM_LRELU epoch: 6 ,  batch:   350 , avg_batch_acc: 0.9062  avg_batch_loss: 0.3910  learning_rate 0.000050
2018-01-31 22:43:35  TENSOR_MOMENTUM_LRELU epoch: 6 ,  batch:   400 , avg_batch_acc: 0.9688  avg_batch_loss: 0.2817  learning_rate 0.000050
2018-01-31 22:44:55  TENSOR_MOMENTUM_LRELU epoch: 6 ,  batch:   450 , avg_batch_acc: 0.9531  avg_batch_loss: 0.3464  learning_rate 0.000050
2018-01-31 22:46:12  TENSOR_MOMENTUM_LRELU epoch: 6 ,  batch:   500 , avg_batch_acc: 0.9688  avg_batch_loss: 0.3119  learning_rate 0.000050
2018-01-31 22:47:30  TENSOR_MOMENTUM_LRELU epoch: 6 ,  batch:   550 , avg_batch_acc: 0.9844  avg_batch_loss: 0.2814  learning_rate 0.000050
2018-01-31 22:48:48  TENSOR_MOMENTUM_LRELU epoch: 6 ,  batch:   600 , avg_batch_acc: 0.9531  avg_batch_loss: 0.3906  learning_rate 0.000050
2018-01-31 22:50:09  TENSOR_MOMENTUM_LRELU epoch: 6 ,  batch:   650 , avg_batch_acc: 0.9219  avg_batch_loss: 0.4104  learning_rate 0.000050
2018-01-31 22:51:25  TENSOR_MOMENTUM_LRELU epoch: 6 ,  batch:   700 , avg_batch_acc: 1.0000  avg_batch_loss: 0.2914  learning_rate 0.000050
2018-01-31 22:52:39  TENSOR_MOMENTUM_LRELU epoch: 6 ,  batch:   750 , avg_batch_acc: 0.9062  avg_batch_loss: 0.4163  learning_rate 0.000050
2018-01-31 22:53:52  TENSOR_MOMENTUM_LRELU epoch: 6 ,  batch:   800 , avg_batch_acc: 0.9688  avg_batch_loss: 0.3125  learning_rate 0.000050
2018-01-31 22:55:09  TENSOR_MOMENTUM_LRELU epoch: 6 ,  batch:   850 , avg_batch_acc: 0.9531  avg_batch_loss: 0.3850  learning_rate 0.000050
2018-01-31 22:56:24  TENSOR_MOMENTUM_LRELU epoch: 6 ,  batch:   900 , avg_batch_acc: 0.9688  avg_batch_loss: 0.3338  learning_rate 0.000050
2018-01-31 23:01:34  TENSOR_MOMENTUM_LRELU epoch: 7 ,  batch:    50 , avg_batch_acc: 0.9688  avg_batch_loss: 0.3934  learning_rate 0.000050
2018-01-31 23:02:52  TENSOR_MOMENTUM_LRELU epoch: 7 ,  batch:   100 , avg_batch_acc: 0.9219  avg_batch_loss: 0.4333  learning_rate 0.000050
2018-01-31 23:04:11  TENSOR_MOMENTUM_LRELU epoch: 7 ,  batch:   150 , avg_batch_acc: 0.9531  avg_batch_loss: 0.3158  learning_rate 0.000050
2018-01-31 23:05:29  TENSOR_MOMENTUM_LRELU epoch: 7 ,  batch:   200 , avg_batch_acc: 0.9062  avg_batch_loss: 0.3404  learning_rate 0.000050
2018-01-31 23:06:48  TENSOR_MOMENTUM_LRELU epoch: 7 ,  batch:   250 , avg_batch_acc: 0.9062  avg_batch_loss: 0.4401  learning_rate 0.000050
2018-01-31 23:08:04  TENSOR_MOMENTUM_LRELU epoch: 7 ,  batch:   300 , avg_batch_acc: 0.9531  avg_batch_loss: 0.3343  learning_rate 0.000050
2018-01-31 23:09:21  TENSOR_MOMENTUM_LRELU epoch: 7 ,  batch:   350 , avg_batch_acc: 0.9375  avg_batch_loss: 0.2764  learning_rate 0.000050
2018-01-31 23:10:41  TENSOR_MOMENTUM_LRELU epoch: 7 ,  batch:   400 , avg_batch_acc: 0.9062  avg_batch_loss: 0.3948  learning_rate 0.000050
2018-01-31 23:11:59  TENSOR_MOMENTUM_LRELU epoch: 7 ,  batch:   450 , avg_batch_acc: 0.9531  avg_batch_loss: 0.4220  learning_rate 0.000050
2018-01-31 23:13:18  TENSOR_MOMENTUM_LRELU epoch: 7 ,  batch:   500 , avg_batch_acc: 0.9531  avg_batch_loss: 0.4711  learning_rate 0.000050
2018-01-31 23:14:39  TENSOR_MOMENTUM_LRELU epoch: 7 ,  batch:   550 , avg_batch_acc: 0.9844  avg_batch_loss: 0.2580  learning_rate 0.000050
2018-01-31 23:16:00  TENSOR_MOMENTUM_LRELU epoch: 7 ,  batch:   600 , avg_batch_acc: 0.9688  avg_batch_loss: 0.3423  learning_rate 0.000050
2018-01-31 23:17:20  TENSOR_MOMENTUM_LRELU epoch: 7 ,  batch:   650 , avg_batch_acc: 0.9219  avg_batch_loss: 0.3992  learning_rate 0.000050
2018-01-31 23:18:40  TENSOR_MOMENTUM_LRELU epoch: 7 ,  batch:   700 , avg_batch_acc: 0.9375  avg_batch_loss: 0.3855  learning_rate 0.000050
2018-01-31 23:20:00  TENSOR_MOMENTUM_LRELU epoch: 7 ,  batch:   750 , avg_batch_acc: 0.9219  avg_batch_loss: 0.4405  learning_rate 0.000050
2018-01-31 23:21:17  TENSOR_MOMENTUM_LRELU epoch: 7 ,  batch:   800 , avg_batch_acc: 0.9375  avg_batch_loss: 0.3873  learning_rate 0.000050
2018-01-31 23:22:30  TENSOR_MOMENTUM_LRELU epoch: 7 ,  batch:   850 , avg_batch_acc: 0.9062  avg_batch_loss: 0.4629  learning_rate 0.000050
2018-01-31 23:23:46  TENSOR_MOMENTUM_LRELU epoch: 7 ,  batch:   900 , avg_batch_acc: 0.9219  avg_batch_loss: 0.4511  learning_rate 0.000050
2018-01-31 23:28:56  TENSOR_MOMENTUM_LRELU epoch: 8 ,  batch:    50 , avg_batch_acc: 0.9531  avg_batch_loss: 0.3337  learning_rate 0.000050
2018-01-31 23:30:15  TENSOR_MOMENTUM_LRELU epoch: 8 ,  batch:   100 , avg_batch_acc: 0.9531  avg_batch_loss: 0.4564  learning_rate 0.000050
2018-01-31 23:31:32  TENSOR_MOMENTUM_LRELU epoch: 8 ,  batch:   150 , avg_batch_acc: 0.9688  avg_batch_loss: 0.3659  learning_rate 0.000050
2018-01-31 23:32:49  TENSOR_MOMENTUM_LRELU epoch: 8 ,  batch:   200 , avg_batch_acc: 0.9375  avg_batch_loss: 0.3741  learning_rate 0.000050
2018-01-31 23:34:05  TENSOR_MOMENTUM_LRELU epoch: 8 ,  batch:   250 , avg_batch_acc: 0.9375  avg_batch_loss: 0.3759  learning_rate 0.000050
2018-01-31 23:35:22  TENSOR_MOMENTUM_LRELU epoch: 8 ,  batch:   300 , avg_batch_acc: 0.8750  avg_batch_loss: 0.5312  learning_rate 0.000050
2018-01-31 23:36:41  TENSOR_MOMENTUM_LRELU epoch: 8 ,  batch:   350 , avg_batch_acc: 0.9062  avg_batch_loss: 0.3520  learning_rate 0.000050
2018-01-31 23:37:57  TENSOR_MOMENTUM_LRELU epoch: 8 ,  batch:   400 , avg_batch_acc: 0.9844  avg_batch_loss: 0.3615  learning_rate 0.000050
2018-01-31 23:39:13  TENSOR_MOMENTUM_LRELU epoch: 8 ,  batch:   450 , avg_batch_acc: 0.9375  avg_batch_loss: 0.4373  learning_rate 0.000050
2018-01-31 23:40:30  TENSOR_MOMENTUM_LRELU epoch: 8 ,  batch:   500 , avg_batch_acc: 0.9375  avg_batch_loss: 0.3647  learning_rate 0.000050
2018-01-31 23:41:47  TENSOR_MOMENTUM_LRELU epoch: 8 ,  batch:   550 , avg_batch_acc: 0.9375  avg_batch_loss: 0.4549  learning_rate 0.000050
2018-01-31 23:43:07  TENSOR_MOMENTUM_LRELU epoch: 8 ,  batch:   600 , avg_batch_acc: 0.8906  avg_batch_loss: 0.4386  learning_rate 0.000050
