2018-01-31 19:51:52  TENSOR_NAG_LRELU epoch: 0 ,  batch:    50 , avg_batch_acc: 0.5156  avg_batch_loss: 2.4904  learning_rate 0.000500
2018-01-31 20:05:09  TENSOR_NAG_LRELU epoch: 0 ,  batch:   600 , avg_batch_acc: 0.8281  avg_batch_loss: 0.5790  learning_rate 0.000500
2018-01-31 20:06:25  TENSOR_NAG_LRELU epoch: 0 ,  batch:   650 , avg_batch_acc: 0.7969  avg_batch_loss: 0.6238  learning_rate 0.000500
2018-01-31 20:07:40  TENSOR_NAG_LRELU epoch: 0 ,  batch:   700 , avg_batch_acc: 0.9062  avg_batch_loss: 0.2088  learning_rate 0.000500
2018-01-31 20:08:56  TENSOR_NAG_LRELU epoch: 0 ,  batch:   750 , avg_batch_acc: 0.8438  avg_batch_loss: 0.3744  learning_rate 0.000500
2018-01-31 20:10:10  TENSOR_NAG_LRELU epoch: 0 ,  batch:   800 , avg_batch_acc: 0.8125  avg_batch_loss: 0.4732  learning_rate 0.000500
2018-01-31 20:11:26  TENSOR_NAG_LRELU epoch: 0 ,  batch:   850 , avg_batch_acc: 0.8438  avg_batch_loss: 0.4124  learning_rate 0.000500
2018-01-31 20:12:42  TENSOR_NAG_LRELU epoch: 0 ,  batch:   900 , avg_batch_acc: 0.9219  avg_batch_loss: 0.2122  learning_rate 0.000500
2018-01-31 20:13:34  epoch:     0 , train_acc: 0.8126  avg_train_loss: 1.5999
2018-01-31 20:16:32  epoch:     0 , val_acc: 0.9101  avg_val_loss: 0.2827
2018-01-31 20:17:47  TENSOR_NAG_LRELU epoch: 1 ,  batch:    50 , avg_batch_acc: 0.9219  avg_batch_loss: 0.2600  learning_rate 0.000500
2018-01-31 20:19:03  TENSOR_NAG_LRELU epoch: 1 ,  batch:   100 , avg_batch_acc: 0.9219  avg_batch_loss: 0.3358  learning_rate 0.000500
2018-01-31 20:20:17  TENSOR_NAG_LRELU epoch: 1 ,  batch:   150 , avg_batch_acc: 0.9531  avg_batch_loss: 0.1933  learning_rate 0.000500
2018-01-31 20:21:33  TENSOR_NAG_LRELU epoch: 1 ,  batch:   200 , avg_batch_acc: 0.9531  avg_batch_loss: 0.1821  learning_rate 0.000500
2018-01-31 20:22:49  TENSOR_NAG_LRELU epoch: 1 ,  batch:   250 , avg_batch_acc: 0.9062  avg_batch_loss: 0.1954  learning_rate 0.000500
2018-01-31 20:24:02  TENSOR_NAG_LRELU epoch: 1 ,  batch:   300 , avg_batch_acc: 0.9062  avg_batch_loss: 0.1824  learning_rate 0.000500
2018-01-31 20:25:19  TENSOR_NAG_LRELU epoch: 1 ,  batch:   350 , avg_batch_acc: 0.8750  avg_batch_loss: 0.2341  learning_rate 0.000500
2018-01-31 20:26:35  TENSOR_NAG_LRELU epoch: 1 ,  batch:   400 , avg_batch_acc: 0.9531  avg_batch_loss: 0.1738  learning_rate 0.000500
2018-01-31 20:27:51  TENSOR_NAG_LRELU epoch: 1 ,  batch:   450 , avg_batch_acc: 0.9219  avg_batch_loss: 0.2875  learning_rate 0.000500
2018-01-31 20:29:04  TENSOR_NAG_LRELU epoch: 1 ,  batch:   500 , avg_batch_acc: 0.8750  avg_batch_loss: 0.2955  learning_rate 0.000500
2018-01-31 20:30:19  TENSOR_NAG_LRELU epoch: 1 ,  batch:   550 , avg_batch_acc: 0.9531  avg_batch_loss: 0.1983  learning_rate 0.000500
2018-01-31 20:31:37  TENSOR_NAG_LRELU epoch: 1 ,  batch:   600 , avg_batch_acc: 0.9531  avg_batch_loss: 0.1647  learning_rate 0.000500
2018-01-31 20:32:54  TENSOR_NAG_LRELU epoch: 1 ,  batch:   650 , avg_batch_acc: 0.9531  avg_batch_loss: 0.2201  learning_rate 0.000500
2018-01-31 20:34:10  TENSOR_NAG_LRELU epoch: 1 ,  batch:   700 , avg_batch_acc: 0.9844  avg_batch_loss: 0.1020  learning_rate 0.000500
2018-01-31 20:35:24  TENSOR_NAG_LRELU epoch: 1 ,  batch:   750 , avg_batch_acc: 0.9531  avg_batch_loss: 0.1413  learning_rate 0.000500
2018-01-31 20:36:40  TENSOR_NAG_LRELU epoch: 1 ,  batch:   800 , avg_batch_acc: 0.9375  avg_batch_loss: 0.1984  learning_rate 0.000500
2018-01-31 20:37:58  TENSOR_NAG_LRELU epoch: 1 ,  batch:   850 , avg_batch_acc: 0.8750  avg_batch_loss: 0.3221  learning_rate 0.000500
2018-01-31 20:39:15  TENSOR_NAG_LRELU epoch: 1 ,  batch:   900 , avg_batch_acc: 0.9531  avg_batch_loss: 0.1391  learning_rate 0.000500
2018-01-31 20:40:10  epoch:     1 , train_acc: 0.9276  avg_train_loss: 0.2291
2018-01-31 20:43:14  epoch:     1 , val_acc: 0.9490  avg_val_loss: 0.1631
2018-01-31 20:44:31  TENSOR_NAG_LRELU epoch: 2 ,  batch:    50 , avg_batch_acc: 0.9688  avg_batch_loss: 0.1388  learning_rate 0.000500
2018-01-31 20:45:45  TENSOR_NAG_LRELU epoch: 2 ,  batch:   100 , avg_batch_acc: 0.9531  avg_batch_loss: 0.1434  learning_rate 0.000500
2018-01-31 20:47:00  TENSOR_NAG_LRELU epoch: 2 ,  batch:   150 , avg_batch_acc: 0.9375  avg_batch_loss: 0.1694  learning_rate 0.000500
2018-01-31 20:48:15  TENSOR_NAG_LRELU epoch: 2 ,  batch:   200 , avg_batch_acc: 0.9844  avg_batch_loss: 0.1405  learning_rate 0.000500
2018-01-31 20:49:29  TENSOR_NAG_LRELU epoch: 2 ,  batch:   250 , avg_batch_acc: 1.0000  avg_batch_loss: 0.0561  learning_rate 0.000500
2018-01-31 20:50:42  TENSOR_NAG_LRELU epoch: 2 ,  batch:   300 , avg_batch_acc: 0.9375  avg_batch_loss: 0.1767  learning_rate 0.000500
2018-01-31 20:51:57  TENSOR_NAG_LRELU epoch: 2 ,  batch:   350 , avg_batch_acc: 0.9531  avg_batch_loss: 0.1325  learning_rate 0.000500
2018-01-31 20:53:13  TENSOR_NAG_LRELU epoch: 2 ,  batch:   400 , avg_batch_acc: 0.9062  avg_batch_loss: 0.2050  learning_rate 0.000500
2018-01-31 20:54:30  TENSOR_NAG_LRELU epoch: 2 ,  batch:   450 , avg_batch_acc: 0.9688  avg_batch_loss: 0.0947  learning_rate 0.000500
2018-01-31 20:55:47  TENSOR_NAG_LRELU epoch: 2 ,  batch:   500 , avg_batch_acc: 0.9375  avg_batch_loss: 0.1293  learning_rate 0.000500
2018-01-31 20:57:07  TENSOR_NAG_LRELU epoch: 2 ,  batch:   550 , avg_batch_acc: 0.9219  avg_batch_loss: 0.2620  learning_rate 0.000500
2018-01-31 20:58:24  TENSOR_NAG_LRELU epoch: 2 ,  batch:   600 , avg_batch_acc: 0.9688  avg_batch_loss: 0.1355  learning_rate 0.000500
2018-01-31 20:59:43  TENSOR_NAG_LRELU epoch: 2 ,  batch:   650 , avg_batch_acc: 0.9375  avg_batch_loss: 0.1290  learning_rate 0.000500
2018-01-31 21:01:02  TENSOR_NAG_LRELU epoch: 2 ,  batch:   700 , avg_batch_acc: 0.9531  avg_batch_loss: 0.1322  learning_rate 0.000500
2018-01-31 21:02:21  TENSOR_NAG_LRELU epoch: 2 ,  batch:   750 , avg_batch_acc: 1.0000  avg_batch_loss: 0.0734  learning_rate 0.000500
2018-01-31 21:03:35  TENSOR_NAG_LRELU epoch: 2 ,  batch:   800 , avg_batch_acc: 0.9844  avg_batch_loss: 0.1124  learning_rate 0.000500
2018-01-31 21:04:53  TENSOR_NAG_LRELU epoch: 2 ,  batch:   850 , avg_batch_acc: 0.9844  avg_batch_loss: 0.1125  learning_rate 0.000500
2018-01-31 21:06:10  TENSOR_NAG_LRELU epoch: 2 ,  batch:   900 , avg_batch_acc: 0.9531  avg_batch_loss: 0.1854  learning_rate 0.000500
2018-01-31 21:07:07  epoch:     2 , train_acc: 0.9530  avg_train_loss: 0.1578
2018-01-31 21:10:11  epoch:     2 , val_acc: 0.9645  avg_val_loss: 0.1318
2018-01-31 21:11:31  TENSOR_NAG_LRELU epoch: 3 ,  batch:    50 , avg_batch_acc: 0.9531  avg_batch_loss: 0.1601  learning_rate 0.000500
2018-01-31 21:12:47  TENSOR_NAG_LRELU epoch: 3 ,  batch:   100 , avg_batch_acc: 0.9531  avg_batch_loss: 0.1713  learning_rate 0.000500
2018-01-31 21:14:05  TENSOR_NAG_LRELU epoch: 3 ,  batch:   150 , avg_batch_acc: 0.9688  avg_batch_loss: 0.1143  learning_rate 0.000500
2018-01-31 21:15:25  TENSOR_NAG_LRELU epoch: 3 ,  batch:   200 , avg_batch_acc: 0.9688  avg_batch_loss: 0.1670  learning_rate 0.000500
2018-01-31 21:16:41  TENSOR_NAG_LRELU epoch: 3 ,  batch:   250 , avg_batch_acc: 0.9844  avg_batch_loss: 0.1140  learning_rate 0.000500
2018-01-31 21:17:57  TENSOR_NAG_LRELU epoch: 3 ,  batch:   300 , avg_batch_acc: 0.9844  avg_batch_loss: 0.1095  learning_rate 0.000500
2018-01-31 21:19:16  TENSOR_NAG_LRELU epoch: 3 ,  batch:   350 , avg_batch_acc: 1.0000  avg_batch_loss: 0.0441  learning_rate 0.000500
2018-01-31 21:20:32  TENSOR_NAG_LRELU epoch: 3 ,  batch:   400 , avg_batch_acc: 0.9688  avg_batch_loss: 0.0798  learning_rate 0.000500
2018-01-31 21:21:48  TENSOR_NAG_LRELU epoch: 3 ,  batch:   450 , avg_batch_acc: 1.0000  avg_batch_loss: 0.0797  learning_rate 0.000500
2018-01-31 21:23:02  TENSOR_NAG_LRELU epoch: 3 ,  batch:   500 , avg_batch_acc: 0.9688  avg_batch_loss: 0.0963  learning_rate 0.000500
2018-01-31 21:24:20  TENSOR_NAG_LRELU epoch: 3 ,  batch:   550 , avg_batch_acc: 1.0000  avg_batch_loss: 0.0486  learning_rate 0.000500
2018-01-31 21:25:36  TENSOR_NAG_LRELU epoch: 3 ,  batch:   600 , avg_batch_acc: 0.9531  avg_batch_loss: 0.1490  learning_rate 0.000500
2018-01-31 21:26:55  TENSOR_NAG_LRELU epoch: 3 ,  batch:   650 , avg_batch_acc: 1.0000  avg_batch_loss: 0.0722  learning_rate 0.000500
2018-01-31 21:28:13  TENSOR_NAG_LRELU epoch: 3 ,  batch:   700 , avg_batch_acc: 0.9375  avg_batch_loss: 0.1267  learning_rate 0.000500
2018-01-31 21:29:29  TENSOR_NAG_LRELU epoch: 3 ,  batch:   750 , avg_batch_acc: 0.9375  avg_batch_loss: 0.2491  learning_rate 0.000500
2018-01-31 21:30:46  TENSOR_NAG_LRELU epoch: 3 ,  batch:   800 , avg_batch_acc: 0.9688  avg_batch_loss: 0.1257  learning_rate 0.000500
2018-01-31 21:32:05  TENSOR_NAG_LRELU epoch: 3 ,  batch:   850 , avg_batch_acc: 0.9531  avg_batch_loss: 0.1289  learning_rate 0.000500
2018-01-31 21:33:23  TENSOR_NAG_LRELU epoch: 3 ,  batch:   900 , avg_batch_acc: 1.0000  avg_batch_loss: 0.0712  learning_rate 0.000500
2018-01-31 21:34:20  epoch:     3 , train_acc: 0.9633  avg_train_loss: 0.1357
2018-01-31 21:37:18  epoch:     3 , val_acc: 0.9676  avg_val_loss: 0.1211
2018-01-31 21:38:36  TENSOR_NAG_LRELU epoch: 4 ,  batch:    50 , avg_batch_acc: 0.9844  avg_batch_loss: 0.0786  learning_rate 0.000500
2018-01-31 21:39:51  TENSOR_NAG_LRELU epoch: 4 ,  batch:   100 , avg_batch_acc: 0.9688  avg_batch_loss: 0.0953  learning_rate 0.000500
2018-01-31 21:41:07  TENSOR_NAG_LRELU epoch: 4 ,  batch:   150 , avg_batch_acc: 0.9688  avg_batch_loss: 0.0986  learning_rate 0.000500
2018-01-31 21:42:26  TENSOR_NAG_LRELU epoch: 4 ,  batch:   200 , avg_batch_acc: 0.9844  avg_batch_loss: 0.1110  learning_rate 0.000500
2018-01-31 21:43:44  TENSOR_NAG_LRELU epoch: 4 ,  batch:   250 , avg_batch_acc: 0.9844  avg_batch_loss: 0.0685  learning_rate 0.000500
2018-01-31 21:45:02  TENSOR_NAG_LRELU epoch: 4 ,  batch:   300 , avg_batch_acc: 0.9844  avg_batch_loss: 0.0996  learning_rate 0.000500
2018-01-31 21:46:19  TENSOR_NAG_LRELU epoch: 4 ,  batch:   350 , avg_batch_acc: 0.9688  avg_batch_loss: 0.1229  learning_rate 0.000500
2018-01-31 21:47:34  TENSOR_NAG_LRELU epoch: 4 ,  batch:   400 , avg_batch_acc: 0.9688  avg_batch_loss: 0.1587  learning_rate 0.000500
2018-01-31 21:48:50  TENSOR_NAG_LRELU epoch: 4 ,  batch:   450 , avg_batch_acc: 1.0000  avg_batch_loss: 0.0707  learning_rate 0.000500
2018-01-31 21:50:08  TENSOR_NAG_LRELU epoch: 4 ,  batch:   500 , avg_batch_acc: 0.9531  avg_batch_loss: 0.1020  learning_rate 0.000500
2018-01-31 21:51:26  TENSOR_NAG_LRELU epoch: 4 ,  batch:   550 , avg_batch_acc: 0.9688  avg_batch_loss: 0.1625  learning_rate 0.000500
2018-01-31 21:52:44  TENSOR_NAG_LRELU epoch: 4 ,  batch:   600 , avg_batch_acc: 0.9844  avg_batch_loss: 0.0851  learning_rate 0.000500
2018-01-31 21:54:01  TENSOR_NAG_LRELU epoch: 4 ,  batch:   650 , avg_batch_acc: 1.0000  avg_batch_loss: 0.0782  learning_rate 0.000500
2018-01-31 21:55:18  TENSOR_NAG_LRELU epoch: 4 ,  batch:   700 , avg_batch_acc: 0.9688  avg_batch_loss: 0.1348  learning_rate 0.000500
2018-01-31 21:56:34  TENSOR_NAG_LRELU epoch: 4 ,  batch:   750 , avg_batch_acc: 0.9531  avg_batch_loss: 0.1321  learning_rate 0.000500
2018-01-31 21:57:50  TENSOR_NAG_LRELU epoch: 4 ,  batch:   800 , avg_batch_acc: 1.0000  avg_batch_loss: 0.0469  learning_rate 0.000500
2018-01-31 21:59:08  TENSOR_NAG_LRELU epoch: 4 ,  batch:   850 , avg_batch_acc: 0.9844  avg_batch_loss: 0.0792  learning_rate 0.000500
2018-01-31 22:00:26  TENSOR_NAG_LRELU epoch: 4 ,  batch:   900 , avg_batch_acc: 0.9844  avg_batch_loss: 0.1274  learning_rate 0.000500
2018-01-31 22:01:20  epoch:     4 , train_acc: 0.9659  avg_train_loss: 0.1274
2018-01-31 22:04:23  epoch:     4 , val_acc: 0.9711  avg_val_loss: 0.1157
2018-01-31 22:05:40  TENSOR_NAG_LRELU epoch: 5 ,  batch:    50 , avg_batch_acc: 0.9688  avg_batch_loss: 0.0866  learning_rate 0.000050
2018-01-31 22:06:57  TENSOR_NAG_LRELU epoch: 5 ,  batch:   100 , avg_batch_acc: 0.9219  avg_batch_loss: 0.2210  learning_rate 0.000050
2018-01-31 22:08:16  TENSOR_NAG_LRELU epoch: 5 ,  batch:   150 , avg_batch_acc: 0.9375  avg_batch_loss: 0.1687  learning_rate 0.000050
2018-01-31 22:09:35  TENSOR_NAG_LRELU epoch: 5 ,  batch:   200 , avg_batch_acc: 0.9688  avg_batch_loss: 0.1537  learning_rate 0.000050
2018-01-31 22:10:53  TENSOR_NAG_LRELU epoch: 5 ,  batch:   250 , avg_batch_acc: 0.9375  avg_batch_loss: 0.1726  learning_rate 0.000050
2018-01-31 22:12:12  TENSOR_NAG_LRELU epoch: 5 ,  batch:   300 , avg_batch_acc: 1.0000  avg_batch_loss: 0.1348  learning_rate 0.000050
2018-01-31 22:13:26  TENSOR_NAG_LRELU epoch: 5 ,  batch:   350 , avg_batch_acc: 0.9688  avg_batch_loss: 0.2048  learning_rate 0.000050
2018-01-31 22:14:41  TENSOR_NAG_LRELU epoch: 5 ,  batch:   400 , avg_batch_acc: 0.9688  avg_batch_loss: 0.1696  learning_rate 0.000050
2018-01-31 22:15:57  TENSOR_NAG_LRELU epoch: 5 ,  batch:   450 , avg_batch_acc: 0.9219  avg_batch_loss: 0.2929  learning_rate 0.000050
2018-01-31 22:17:13  TENSOR_NAG_LRELU epoch: 5 ,  batch:   500 , avg_batch_acc: 0.9688  avg_batch_loss: 0.1548  learning_rate 0.000050
2018-01-31 22:18:34  TENSOR_NAG_LRELU epoch: 5 ,  batch:   550 , avg_batch_acc: 0.9844  avg_batch_loss: 0.1792  learning_rate 0.000050
2018-01-31 22:19:51  TENSOR_NAG_LRELU epoch: 5 ,  batch:   600 , avg_batch_acc: 0.9688  avg_batch_loss: 0.2478  learning_rate 0.000050
2018-01-31 22:21:07  TENSOR_NAG_LRELU epoch: 5 ,  batch:   650 , avg_batch_acc: 0.9219  avg_batch_loss: 0.2960  learning_rate 0.000050
2018-01-31 22:22:26  TENSOR_NAG_LRELU epoch: 5 ,  batch:   700 , avg_batch_acc: 0.9844  avg_batch_loss: 0.2068  learning_rate 0.000050
2018-01-31 22:23:46  TENSOR_NAG_LRELU epoch: 5 ,  batch:   750 , avg_batch_acc: 1.0000  avg_batch_loss: 0.2075  learning_rate 0.000050
2018-01-31 22:25:05  TENSOR_NAG_LRELU epoch: 5 ,  batch:   800 , avg_batch_acc: 0.9844  avg_batch_loss: 0.2264  learning_rate 0.000050
2018-01-31 22:26:20  TENSOR_NAG_LRELU epoch: 5 ,  batch:   850 , avg_batch_acc: 0.9844  avg_batch_loss: 0.2785  learning_rate 0.000050
2018-01-31 22:27:37  TENSOR_NAG_LRELU epoch: 5 ,  batch:   900 , avg_batch_acc: 0.9531  avg_batch_loss: 0.3310  learning_rate 0.000050
2018-01-31 22:28:34  epoch:     5 , train_acc: 0.9660  avg_train_loss: 0.1993
2018-01-31 22:31:34  epoch:     5 , val_acc: 0.9632  avg_val_loss: 0.2637

